simulation,match_id,round,home_team,away_team,home_goals,away_goals,winner,loser,penalties
32,81,Round of 32,New Zealand,South Korea,0,1,South Korea,New Zealand,False
32,82,Round of 32,Turkey,Bosnia and Herzegovina,3,0,Turkey,Bosnia and Herzegovina,False
32,83,Round of 32,Uzbekistan,Croatia,0,0,Uzbekistan,Croatia,True
32,84,Round of 32,Spain,Austria,5,0,Spain,Austria,False
32,85,Round of 32,Switzerland,Egypt,2,1,Switzerland,Egypt,False
32,86,Round of 32,Australia,Iran,0,1,Iran,Australia,False
32,87,Round of 32,Argentina,Uruguay,1,2,Uruguay,Argentina,False
32,88,Round of 32,DR Congo,Iraq,1,0,DR Congo,Iraq,False
32,89,Round of 16,Canada,Ecuador,1,0,Canada,Ecuador,False
32,90,Round of 16,Morocco,Norway,5,1,Morocco,Norway,False
32,91,Round of 16,Brazil,France,1,5,France,Brazil,False
32,92,Round of 16,Mexico,England,0,3,England,Mexico,False
32,93,Round of 16,Uzbekistan,Spain,0,1,Spain,Uzbekistan,False
32,94,Round of 16,South Korea,Turkey,1,1,Turkey,South Korea,True
32,95,Round of 16,Iran,DR Congo,1,0,Iran,DR Congo,False
32,96,Round of 16,Switzerland,Uruguay,2,0,Switzerland,Uruguay,False
32,97,Quarter-final,Canada,Morocco,2,0,Canada,Morocco,False
32,98,Quarter-final,Spain,Turkey,1,0,Spain,Turkey,False
32,99,Quarter-final,France,England,0,0,France,England,True
32,100,Quarter-final,Iran,Switzerland,1,1,Switzerland,Iran,True
32,101,Semi-final,Canada,Spain,2,2,Canada,Spain,True
32,102,Semi-final,France,Switzerland,0,2,Switzerland,France,False
32,103,Third-place playoff,Spain,France,2,1,Spain,France,False
32,104,Final,Canada,Switzerland,3,3,Switzerland,Canada,True
33,73,Round of 32,Czech Republic,Bosnia and Herzegovina,1,2,Bosnia and Herzegovina,Czech Republic,False
33,74,Round of 32,Brazil,Tunisia,4,0,Brazil,Tunisia,False
33,75,Round of 32,Germany,Turkey,1,4,Turkey,Germany,False
33,76,Round of 32,Japan,Scotland,1,0,Japan,Scotland,False
33,77,Round of 32,Ecuador,France,0,2,France,Ecuador,False
33,78,Round of 32,Senegal,New Zealand,3,2,Senegal,New Zealand,False
33,79,Round of 32,Mexico,Netherlands,3,2,Mexico,Netherlands,False
33,80,Round of 32,Croatia,Colombia,0,1,Colombia,Croatia,False
33,81,Round of 32,Belgium,South Korea,2,2,South Korea,Belgium,True
33,82,Round of 32,United States,Switzerland,4,1,United States,Switzerland,False
33,83,Round of 32,Portugal,England,1,1,England,Portugal,True
33,84,Round of 32,Uruguay,Argentina,1,0,Uruguay,Argentina,False
33,85,Round of 32,Canada,Austria,0,0,Austria,Canada,True
33,86,Round of 32,Paraguay,Iran,0,1,Iran,Paraguay,False
33,87,Round of 32,Algeria,Spain,0,2,Spain,Algeria,False
33,88,Round of 32,Uzbekistan,Panama,0,1,Panama,Uzbekistan,False
33,89,Round of 16,Bosnia and Herzegovina,Turkey,3,4,Turkey,Bosnia and Herzegovina,False
33,90,Round of 16,Brazil,France,0,1,France,Brazil,False
33,91,Round of 16,Japan,Senegal,1,0,Japan,Senegal,False
33,92,Round of 16,Mexico,Colombia,0,0,Mexico,Colombia,True
33,93,Round of 16,England,Uruguay,0,1,Uruguay,England,False
33,94,Round of 16,South Korea,United States,2,1,South Korea,United States,False
33,95,Round of 16,Iran,Panama,1,2,Panama,Iran,False
33,96,Round of 16,Austria,Spain,1,5,Spain,Austria,False
33,97,Quarter-final,Turkey,France,0,2,France,Turkey,False
33,98,Quarter-final,Uruguay,South Korea,2,1,Uruguay,South Korea,False
33,99,Quarter-final,Japan,Mexico,2,2,Mexico,Japan,True
33,100,Quarter-final,Panama,Spain,2,4,Spain,Panama,False
33,101,Semi-final,France,Uruguay,2,1,France,Uruguay,False
33,102,Semi-final,Mexico,Spain,1,3,Spain,Mexico,False
33,103,Third-place playoff,Uruguay,Mexico,1,2,Mexico,Uruguay,False
33,104,Final,France,Spain,2,1,France,Spain,False
