date,home_team,away_team,tournament,neutral,home_elo_before,away_elo_before,home_elo_after,away_elo_after,goal_diff,k_base,k_used
2006-09-06,France,Italy,UEFA Euro qualification,False,1599.8030065433018,1565.5958510211888,1618.758561366373,1546.6402961981175,2,40,60.0
2006-09-06,Guatemala,Panama,Friendly,False,1173.6299758098705,1102.624644637831,1159.0704239948193,1117.1841964528821,1,20,20.0
2006-09-06,Honduras,El Salvador,Friendly,False,1300.7672801011731,991.2415315651077,1303.3616146572112,988.6471970090695,2,20,30.0
2006-09-06,Hong Kong,Uzbekistan,AFC Asian Cup qualification,False,895.0933070506914,1153.122307521661,903.6107600216297,1144.6048545507226,0,40,40.0
2006-09-06,Iceland,Denmark,UEFA Euro qualification,False,1078.1402277216896,1421.3009026745904,1066.2688364294213,1433.1722939668587,2,40,60.0
2006-09-06,Iraq,Palestine,AFC Asian Cup qualification,True,1202.338249758301,932.3788936054494,1189.3185583109725,945.3985850527778,0,40,40.0
2006-09-06,Israel,Andorra,UEFA Euro qualification,True,1230.9994626902612,727.3820291727452,1234.6534835639868,723.7280082990196,3,40,70.0
2006-09-06,South Korea,Taiwan,AFC Asian Cup qualification,False,1289.8746501332757,707.4837532592384,1291.7081568575936,705.6502465349204,8,40,95.0
2006-09-06,Finland,Portugal,UEFA Euro qualification,False,1207.3030855748264,1458.4985524663457,1215.495835303287,1450.305802737885,0,40,40.0
2006-09-06,Yemen,Japan,AFC Asian Cup qualification,False,896.3715021064593,1294.9235805177052,890.2894590713706,1301.0056235527938,1,40,40.0
2006-09-08,Suriname,Grenada,CFU Caribbean Cup qualification,True,922.6148951350352,979.4079668035755,940.0452410380835,961.9776209005272,1,30,30.0
2006-09-08,Curaçao,Guyana,CFU Caribbean Cup qualification,False,905.1400024228565,924.4270811457227,868.2934136140685,961.2736699545106,5,30,60.0
2006-09-10,Curaçao,Suriname,CFU Caribbean Cup qualification,False,868.2934136140685,940.0452410380835,852.0765221946313,956.2621324575208,1,30,30.0
2006-09-10,Grenada,Guyana,CFU Caribbean Cup qualification,True,961.9776209005272,961.2736699545106,946.947228936719,976.3040619183189,1,30,30.0
2006-09-15,Haiti,Dominican Republic,Friendly,False,1139.4815190017264,880.2873209390356,1142.849837105875,876.919002834887,2,20,30.0
2006-09-17,Dominica,Barbados,Friendly,False,792.4534935062721,948.60036205863,775.6577219056405,965.3961336592616,5,20,40.0
2006-09-17,Haiti,Dominican Republic,Friendly,False,1142.849837105875,876.919002834887,1145.0192337032151,874.7496062375468,1,20,20.0
2006-09-17,Zimbabwe,Angola,COSAFA Cup,False,1131.4991986381583,1219.048063108067,1115.9618699179748,1234.5853918282505,1,30,30.0
2006-09-20,Dominica,Martinique,CFU Caribbean Cup qualification,True,775.6577219056405,1036.2875135206536,765.3988504614467,1046.5463849648474,4,30,56.25
2006-09-20,Antigua and Barbuda,Anguilla,CFU Caribbean Cup qualification,False,831.9763055143176,721.668045846296,842.307824249852,711.3365271107615,2,30,45.0
2006-09-20,Barbados,Saint Kitts and Nevis,CFU Caribbean Cup qualification,True,965.3961336592616,965.226750475535,965.3888207999563,965.2340633348404,0,30,30.0
2006-09-20,Guadeloupe,Saint Martin,CFU Caribbean Cup qualification,False,1048.1798749592517,898.9528347114319,1053.9510554201852,893.1816542504985,1,30,30.0
2006-09-22,Martinique,Saint Martin,CFU Caribbean Cup qualification,True,1046.5463849648474,893.1816542504985,1055.3240833780787,884.4039558372671,1,30,30.0
